AssetID,AssetName,AssetLocat,Risk
5430078,Last Resort Refuge - Echunga Recreation Ground,"Echunga Hahndorf Rd, Echunga",Medium
5430077,Last Resort Refuge - Meadows Oval,"Mawson Rd, Meadows",High
1150123,SA Power Networks Substation,"Anderson Rd, Aldgate",N/A
1150124,SA Power Networks Substation,"Angus Creek Rd, Mt Torrens",High
3950101,Substation,"Stockwell Rd, Angaston",Medium
1850065,Substation,Angle Vale Rd,Low
1150125,SA Power Networks Substation,"Adelaide-Mannum Rd, Birdwood",High
1550029,Substation,"Shepherds Hill Rd, Blackwood",N/A
1750079,Substation,"Grants Gully Rd, Clarendon",High
2150037,Sub station,Halls Rd Highbury,Low
1150146,SA Power Networks Substation,"Head Rd, Houghton",Very High
1150147,SA power Networks Substation,"Lobethal - Gumeracha Rd, Lobethal",High
1750080,Substation,"Main Rd, McLaren Vale",Medium
1150148,SA Power Networks Substation,"Pipeline Trk, Millbrook",Extreme
3950103,Substation,"Milway Ave, Nuriootpa",Medium
1850050,Substation,Black Top Rd,High
1150149,SA Power Networks Substation,"Sprigg Rd, Piccadilly",High
3950104,Substation,"Williamstown Rd, Sandy Creek",Medium
1150150,SA Power Networks Substation,"Old Mount Barker Rd, Stirling",High
3950105,Substation,"Light Pass Rd, Nuriootpa",Low
1150151,SA Power Networks Substation,"Parish Hill Rd, Uraidla",Medium
1850051,Substation,Cnr Angle Vale rd and Supple Rd,Medium
3950106,Substation,"Wild St, Williamstown",N/A
1750083,Substation,"Edwards Rd, Willunga",Medium
1150152,SA Power Networks,"Onkaparinga Valley Rd, Woodside",Medium
4850074,Emergency Services,"Adams Rd, Donovans",High
4850075,Emergency Services,"Hay Tce, Kongorong",High
4830071,Last Resort Refuge - Kongorong,"Hay Tce, Kongorong",Medium
6750110,Emergency Services,"Glencoe West Rd, Glencoe",Very High
6750111,Emergency Services,"Princes Hwy, Argyle",Very High
6750112,Emergency Services,"Kalangadoo Millicent Rd, Mount Mcintyre",Very High
6750113,Emergency Services,"Comaum School Rd, Comaum",High
3250077,Emergency Services,"Woolumbool Rd, Woolumbool",High
3850087,Emergency Services,"Bangham Frances Rd, Bangham",Extreme
3850096,Emergency Services,"Bordertown Naracoorte Rd, Western Flat",Extreme
3850086,Emergency Services,"Riddoch Hwy, Willalooka",Medium
3850097,Emergency Services,"Buckingham Rd, Kongal",Very High
4830072,Last Resort Refuge - Tarpeena,"Edward St, Tarpeena",Medium
2830029,Last Resort Refuge - Cape Jaffa,"Cape Jaffa Rd, Cape Jaffa",Low
6730068,Last Resort Refuge - Tantanoola,"Mcrostie St, Tantanoola",High
6730069,Last Resort Refuge - Kalangadoo,"Crowe St, Kalangadoo",Low
6730070,Last Resort Refuge - Nangwarry,"Bednall Dr, Nangwarry",Medium
3830047,Last Resort Refuge - Mundulla,"North Tce, Mundulla",High
3830048,Last Resort Refuge - Padthaway,"Edwards Rd, Padthaway",Medium
3830049,Last Resort Refuge - Wolseley,"Grice St, Wolseley",Medium
3830050,Last Resort Refuge - Willalooka,"Petherick Rd, Willalooka",Low
3230048,Last Resort Refuge - Naracoorte,"Cnr Wimmera Hwy and Carters Rd, Naracoorte",Low
3230049,Last Resort Refuge - Frances,"East Tce, Frances",High
1750077,Emergency Services,"Cherry Gardens Rd, Cherry Gardens",Very High
1730247,Last Resort Refuge,"Main Rd, Coromandel Valley",Medium
1730248,Last Resort Refuge,"Kangarilla Rd, Kangarilla",Medium
1130241,Last Resort Refuge - Houghton,"Lower NE Rd, Houghton",Very High
1830099,Virginia Gardens Residential Park,"Port Wakefield Rd, Virginia",Medium
1830097,Edinburgh Residential Village,"Lot 1 Andrews Rd, Penfield",High
2130110,Fox and Firkin Hotel,"1370 North East Road, Tea Tree Gully",Very High
2030034,White Horse Inn Hotel,"887-899 Port Wakefield Road, Bolivar",Medium
1870036,Cemetery,"Lot 4 Uley Rd, One Tree Hill",High
1870038,Craigmore Homestead and Outbuildings,"Lot 11 Craigmore Rd, Uleybury",Low
1870039,Cornishmans Homestead,"Lot 52 Cornishmans Hill Rd, One Tree Hill",Low
1870040,Cottage,"Lot 29 Toolunga Rd, Yattalunga",Low
1870035,Stone Wall,"Lot 16 Gawler-One Tree Hill Rd, Yattalunga",Medium
1870037,Yattalunga Outbuildings,"Lot 1 Medlow Rd, Uleybury",Very High
1830094,Virginia Nursery,"Gawler Rd, Virginia",Medium
1830095,Windamere Respite Centre,"493 Carmelo Rd, Buckland Park",High
2130103,Stables Shopping Centre,"Golden Grove Rd, Golden Grove",Very High
1350003,Emergency Services,"Greenbank Rd, Athelstone",Low
1730268,The Vines Retirement Village,"Kalamata Ct, McLaren Vale",Medium
1150120,Communications Infrastructure,"Woodside Nairne Rd, Woodside",High
1150121,Communications Infrastructure,"Morgan Rd, Ironbank",High
1150153,SA Power Networks substation,"Red Rd, Verdun",Very High
1150154,Emergency Services,"Montacute Rd, Montacute",Very High
1150155,Emergency Services,"Church Rd, Cherryville",Very High
1150156,Emergency Services,"Curtis Cl, Piccadilly",Very High
1150180,Waste water treatment,Near Heath Ave Bridgewater,Extreme
1750123,Waste Water Treatment,"Plantation Ave, Flagstaff Hill",High
1150181,Waste water treatment,Sneddon Ave Mt Barker,Very High
1150182,Waste water treatment,"Randell Tce, Gumeracha",High
1150183,Waste water treatment,"Milan Tce, Aldgate",Very High
2750024,Waste Water Treatment,"Grey Rd, Hallet Cove",High
1850055,Waste water treatment,Andrews Rd,N/A
1450023,Waste Water treatment plant,"Candys Gully Rd, Wattle Park",High
1550037,Waste Water Infrastructure,"Birksgate Dr, Urrbrae",High
1550038,Waste Water Infrastructure,Blackwood,N/A
1550039,Waste Water Infrastructure,Blackwood,N/A
2050021,Storm Water Pump station,Daniel Ave Glob Derby Pk,Medium
1750124,Wastewater Treatment station,Happy Valley,Very High
2050022,SA Water Storm Water Pump,Ryans Rd Globe Derby Park,N/A
1550040,Waste Water Infrastructure,"Main Rd, Blackwood",Very High
1750125,Wastewater Treatment,Flagstaff Hill,Very High
1750126,Wastewater Treatment Station,"Broadmeadow Dr, Flagstaff Hill",High
2750025,Waste Water Treatment,"Alia Dve, Sheidow Park",Low
1150184,Waste Water treatment,"Albert St, Gumeracha",High
2750026,Waste Water Treatment,"Grey Rd, Marino",Low
2750027,Waste Water Treatment,"Barossa Cres, Hallet Cove",Low
1750127,Wastewater Treatment Station,"The Strand, Reynella",High
2150056,Waste Water Infrastructure,"Country Lane, Highbury",High
1350005,Water Treatment Station,"Gorge Rd, Campbelltown",High
1350006,Water Treatment Station,"Produce Ct, Campbelltown",Medium
5450067,Water Water Treatment,"Mount Barker Rd, Hahndorf",Medium
2150057,Waste Water Infastructure,"Old Sheoak Ct, Tea Tree Gully",High
1150185,Waste water treatment,"Mt Barker Rd, Bridgewater",Very High
1150186,Waste water treatment plant & ponds,off Albert St Gumeracha,Very High
1150187,Waste water treatment,"Beadnell Cres, Bridgewater",Extreme
1750130,Wastewater Treatment Station,"Tolcairn Cres, Flagstaff Hill",High
1150188,Waste water treatment,"Sattelburg Rd, Woodside",High
2150058,Waste Water Infrastructure,"Cinnamon Ave, St Agnes",High
1750131,Wastewater Treatment Station,"Ironbark Ave, Flagstaff Hill",Very High
1550042,Waste Water Infrastructure,"Cumming St, Craigburn Farm",Very High
1150189,Waste water treatment,"Oak Dr, Oakbank",Very High
1750132,Wastewater Treatment Station,"Glendale Ave, Flagstaff Hill",Very High
1150190,Waste water treatment,"Stacey St, Crafers",High
1150191,Waste water treatment,"Onkaparinga Valley Rd, Balhannah",High
1350007,Water Treatment Station,"The Dress Cir, Campbelltown",Medium
1150192,Waste water treatment,"Sattelberg Rd, Woodside",High
1150193,Waste water treatment,"Ayr St, Bridgewater",Extreme
2150059,Waste Water Infrastructure,"Kotara Dr, Greenwith",Low
1150194,Waste water treatment,"Avoca Ave, Bridgewater",Extreme
2750028,Waste Water Treatment,"Historic Cl, Sheidow Park",Low
1350008,Water Treatment Station,"Bakhill Rd, Athelstone",Low
1150195,Waste water treatment,"Wewak Rd, Woodside",High
1550043,Waste Water Infrastructure,"Bushland Dr, Bellevue Heights",High
2750029,Waste Water Treatment,"St Vincent Cct, Sheidow Park",High
2050024,Strom Water Management Plant,Diment Rd Bolivar,Medium
1150196,Waste water treatment,"Serafini Pl, Crafers",Very High
2750030,Waste Water Treatment,"Erebus Glen, Hallet Cove",Medium
1150197,Waste water treatment,"Old Carey Gully Rd, Piccadilly",Very High
2150060,Waste Water Infrastructure,"Middleton Cres, Golden Grove",High
2750031,Waste Water Treatment,"Locomotive Dr, Sheidow Park",Low
2150061,Waste Water Infrastructure,"St Buryan Cres, Golden Grove",High
2150062,Waste Water Infrastructure,"Linear Park Dr, Highbury",High
1150198,Waste water treatment,"Snows Rd, Stirling",Extreme
2150063,Waste Water Infrastructure,"Seaview Rd, Yatala Vale",High
1550044,Waste Water Infrastructure,"Bens Pl, Blackwood",Very High
1350009,Water Treatment Station,"River Dr, Campbelltown",Low
1150222,Water Treatment Infrastructure,"Jeffery St, Lobethal",Low
1550045,Waste Water Infrastructure,"Cedar Ave, Blackwood",Medium
1750135,Wastewater Treatment Station,"Taminga Way, Happy Valley",High
1750136,Wastewater Treatment Station,"Glendale Ave, Flagstaff Hill",High
2150064,Waste water infrastructure,"Gallery Rd, Highbury",High
1550046,Waste Water Infrastructure,"Mill Tce, Eden Hills",Low
2150065,Waste Water Infrastructure,"Nursery Way, Highbury",Low
1550047,Waste Water Infrastructure,"Hollyhock Ct, Craigburn Farm",High
1550048,Waste Water Infrastructure,"Gum Gr, Blackwood",Very High
1150224,Waste Water Treatment,"Cave Ave, Bridgewater",Extreme
2150066,Waste Water Infrastructure,"Seavista Ct, Wynn Vale",High
1550049,Waste Water Infrastructure,"Poplar Ave, Belair",Very High
2150044,Waste water treatment,Borodino Crt Golden Grove,High
2150045,Waste water treatment,Reuben Rich,High
1850057,Waste water treatment,Michael Crs Hillbank,Medium
1850058,Waste water treatment,Andrews Rd,High
2050030,Waste Water Treatment,"Mirage Rd, Direk",N/A
2050026,Storm Water Management Pump,Garibou Dr Direk,N/A
1350010,Water Treatment Station,"Lower Athelstone Rd, Athelstone",Low
1550050,Waste Water Infrastructure,"Gartrell Blvd, Craigburn Farm",High
2750032,Waste Water Treatment,"Majors Rd, OHalloran Hill",High
1550051,Waste Water Infrastructure,"Aerial Rd, Belair",Extreme
2150047,Waste water treatment,Oradala Court Greenwith,Low
1350011,Water Treatment Station,"Clement Rd, Campbelltown",High
1550052,Waste Water Infrastructure,"Mountbatten Rd, Bellevue Heights",Very High
1550053,Waste Water Infrastructure,"Grevillea Wy, Belair",High
1750140,Wastewater Treatment Station,"Lilford Way, Flagstaff Hill",High
1750141,Wastewater Treatment,"Elura Ct, Flagstaff Hill",High
1150228,Waste water infrastructure,"Bird in Hand Rd, Woodside",Low
1750142,Wastewater Treatment station,"River Glen Pl, Flagstaff Hill",Very High
1750143,Wastewater Treatment station,"Witton St, Flagstaff Hill",High
1150229,Waste Water Infrastructure,"Orvieto St, Bridgewater",Extreme
1150230,Waste Water Infrastructure,"Towers Rd, Bridgewater",Extreme
1550054,Waste Water Infrastructure,"Willowie St, Eden Hills",Very High
1750144,Wastewater treatment station,"Broadmeadows Dve, Flagstaff Hill",High
2150048,Waste water treatment,Golden Grove,Low
1150231,Waste Water Infrastructure,"Mount Barker Rd, Stirling",Very High
1150232,Waste Water Treatment,"Mount Barker Rd, Aldgate",High
1450024,Water Tank,"Gill Tce, Mt Osmond",Low
1550057,Water tank,Hillside Rd Brownhill Creek,N/A
1150217,Water Infrastructure,"Heathfield Rd, Heathfield",Very High
5450066,Water Supply,"Wellington Rd, Wistow",N/A
3950120,SA Water WPS Booster No.1,"Goldfields Rd, Cockatoo Valley",Very High
5450063,Water Infrastructure,"Military Rd, Brukunga",High
1150244,Summit Reservoir,Summit Reservoir,High
2050018,PUMP STN SALISBURY HTS EL118-170 TARGET HILL RD,Stanford Rd Salisbury Heights,Low
1150204,Water Infrastructure,"Adelaide-Lobethal Rd, Lenswood",Medium
1550033,Water Supply Infrastructure,"Shepherds Hill Rd, Bellevue Heights",Very High
1750121,Booster Pump Station,"Binney Rd, Willunga",High
1550034,Water Supply Infrastructure,"Old Belair Rd, Mitcham",Very High
2150035,Water Storage,"Wynn Vale Dr, Para Hills",N/A
2050029,TANK SALISBURY EAST EL103 SMITH  ROAD,Priory Rd Gulfview Heights,N/A
3950116,SA Water WPS Williamstown,"Coppermine Rd, Williamstown",Very High
1150205,Water Infrastructure - storage,"Bracken Rd, Stirling",Medium
1150206,Water Infrastructure,"Blackburn Dr, Crafers",Medium
2150036,Water Storage,"Grand Junction Rd, Hope Valley",N/A
1150208,Water Infrastructure,"Cromer Rd, Birdwood",High
1150209,Water Infrastructure,Millbrook,Extreme
1550036,Water Supply Infrastructure,"Colebrook Dr, Eden Hills",Medium
1150210,Water Infrastructure - Storage,"Longwood Rd, Heathfield",Medium
1150211,Water Infrastructure,"Pipeline Trk, Millbrook",N/A
1150212,Water Infrastructure,"Onkaparinga Valley Rd, Mount Torrens",High
1150213,Water Infrastructure,"Angas Creek Rd, Bridwood",Low
3950117,WPS Booster Kalbeeba,"Balmoral Rd, Kalbeeba",Very High
1150214,Water Infrastructure,"Quarry Rd, Lobethal",Medium
1150215,Water Infrastructure,"Blackhill Rd, Houghton",Very High
1150216,Water Infrastructure,"Emmett Rd, Crafers West",Extreme
2150042,Water Storage,"Perserverance Rd, Vista",Low
1550041,Water Supply Infrastructure,"Riviera Ct, Pasadena",Low
1150218,Water Infrastructure,"Cramer Rd, Birdwood",Low
1750129,Water Storage,"Oakridge Rd, Aberfoyle Park",Low
1150219,Water Infrastructure,"Piccadilly Rd, Piccadilly",Medium
1150220,Water Infrastructure,"Stafford Rd, Lenswood",Medium
1150221,Water Infrastructure,"Kintyre Rd, Woodforde",Medium
1750133,Water Storage Tank,"Piggott Range Rd, Hackham",Low
1150223,Water Infrastructure,"Thornbill Track, Loftia Park",Very High
1150225,Water Infrastructure,"Ironbank Rd, Ironbank",Medium
3950123,WPS Booster Keyneton,"Gumflat Rd, Keyneton",Very High
1150226,Water Infrastructure,"Hillcrest Ave, Crafers West",Low
3950125,SA Water WPS Conv Mt Pleasant,"Tungkillo Rd, Mt Pleasant",High
1150227,Water Infrastructure,"Bracken Rd, Stirling",Very High
3950126,SA Water Concrete Storage Tank,"Pimpala Rd, Lyndoch",N/A
1150233,Water Infrastructure,"Retreat Valley Rd, Gumeracha",High
2150049,Water Storage,"Target Hill Rd, Salisbury Heights",N/A
2150050,Water Storage,"Hillvista Ave, Tea Tree Gully",High
2150051,Water Storage,"Off Milne Rd, Banksia Park",Low
1750145,Surge Tank,Aberfoyle Park,Low
1150234,Water Infrastructure,"Thorpe Ave, Burnside",Low
5450070,Water Storage,"Piney Ridge Rd,",N/A
1850063,Water Storage,"Crestview Pl, Elizabeth East",N/A
2150052,Water Storage,"North East Rd, Anstey Hill",Medium
1750148,Water Infrastructure - Pressure Tank,"Main South Rd, Ohalloran Hill",N/A
1750149,Water Storage Tank,Coromandel Valley,Medium
1750150,Water Storage Tanks,"Flagstaff Rd, Darlington",Low
1550055,Water Supply Infrastructure,"Myrtle Rd, Hawthorndene",N/A
1150235,Water Infrastructure,"Magpie Castle Rd, Lobethal",Low
1150236,Water Infrastructure,"Oval Rd, Mt Torrens",Low
1750151,Water Storage Tank,"Kangarilla Rd, Mclaren Vale",N/A
1750152,Water Storage Tank,"Quarry Rd, Mclaren Vale",N/A
2150053,Hydrological Station  Gorge Weir,"Gorge Rd, Castambul",High
1350012,Water Tank,Rostrevor,N/A
1150199,Water Storage,"Kintyre Rd, Woodforde",N/A
2150032,Water Tank,"Bellerophon St, Yatala Vale",Low
1150200,Water Storage,"Range Rd, Upper Hermitage",High
1150201,Water Infrastructure,"Grivell Rd, Verdun",High
5450062,Water Infrastructure,"Bollen Rd, Mt Barker",Very High
1150173,Water Storage,"Turner Rd, Mount Torrens",Low
3950114,WPS Booster Mt Pleasant,"Melrose St, Mt Pleasant",Low
1150174,Water Storage,"Ridge Rd, Woodside",Low
2150033,Pump station,Seaview Rd YATALA VALE,High
1850044,Pump Station,"Crestview Pl, Elizabeth East",Low
1750119,SA Water WPS Conv,"Slack Rd, Cherry Gardens",High
1150176,Redhill Tank (Chain of Ponds),"Randell Rd, Birdwood",High
3950115,SA Water Concrete Tank,"Gawler Park Rd, Tappa Pass",Low
1750120,Mclaren Flat Pumping Station,"Kangarilla Rd, Mclaren Flat",Very High
2050019,Water Storage Tank,"Wynn Vale Dr, Gulf View Heights",N/A
2050020,Water Storage Tank,"Cordoba Ave, Gulfview Heights",N/A
1550035,Water Supply Infrastructure,"Belair Rd, Clapham",N/A
2150038,Little Para Reservoir,Black top Rd Gould Creek,N/A
1850045,Pump Station,"Williams Rd, Hillbank",Medium
1850046,Hydrological Station,Little Para Reservoir Upstream of Inlet,High
1850047,Water Storage Tank,LITTLE PARA RES MAIN GATE,Low
2150039,Hydrological Station,Little Para Spillway,N/A
1850048,Hydrological Station,Little Para Reservoir,N/A
1850049,Hydrological Station Rain,Little Para Reservior,Very High
2150040,Water Storage,"Rifle Range Rd, Greenwith",Low
1750122,Pumping Station Booster,"Dalkeith Rd, Seaford Rise",Low
6550009,Water Infrastructure - storage,"Westdown Rd, Evanston Gardens",Low
2150041,Water Storage,Grand Junction Rd Hope Valley,N/A
3950118,TANK 1.0ML CONCRETE SURFACE SPRINGTON Land Site,"Mount Pleasant - Keyneton Rd, Mt Pleasant",Low
1150179,Water Infrastructure,"Kintyre Rd, Woodforde",Medium
1150161,Water Storage,"Highwood Gr, Upper Sturt",High
3950119,Water Pumping Station,"Sturt Hwy, Truro",Very High
2150043,Gorge Weir,Gorge Rd,Low
1150162,Gumeracha Weir,Adelaide Mannum Rd Gumeracha,High
1850056,Water Infrastructure,Uleybury,Extreme
1150163,Water Infrastructure,"Mattner Rd, Balhannah",High
3950121,Water Booster Station,"Williamstown Rd, Cockatoo Valley",High
5450068,Water Infrastructure,"Kookabura Ln, Littlehampton",High
1750134,Pumping Station,Aberfoyle Park,High
1750137,Mclaren Flat Pumping Station,"Kangarilla Rd, Mclaren Flat",Extreme
1750138,Pumping Station,"Panalatinga Rd, Morphett Vale",Very High
2050025,PUMP STN WATERLOO CNR BOOSTER PT WAKEFIELD RD,Pt Wakefield Rd Waterloo Corner,Very High
1750139,Willunga Pumping Station,"Church Street, Willunga",Very High
1150164,Water Infrastructure,"South Eastern Freeway, Verdun",Extreme
1150165,Water Infrastructure -  BoosterTransfer,"Black Snake Rd, Birdwood",High
3950122,WPS Conv Angaston,"Cnr Angaston and Light Pass Rds, Angaston",Low
5450069,Water Infrastructure,"Watts Rd, Brukunga",High
3950124,WPS Booster Penrice,"Rodda Dr, Penrice",Very High
1850060,Pumping Station,Little Para Reservoir,Very High
1150166,Water Infrastructure,"Kintyre Rd, Woodforde",High
2150046,Little Para Water Treatment Plant,Greenwith,High
1150167,Water Infrastructure,"Woodland  Way, Teringie Heights",Very High
1750146,Pumping Station,"Jerilderie Drive, Happy Valley",N/A
1750147,Pumping Station,"Windebanks Rd, Happy Valley",Very High
